,Platform Info
7687,['3DS']
7688,['PlayStation 3']
7689,['PC']
7690,['PlayStation 2']
7691,['PC']
7692,['PlayStation 4']
7693,['Xbox 360']
7694,['iOS (iPhone/iPad)']
7695,['PlayStation 3']
7696,['PC']
7697,['PlayStation 3']
7698,['PC']
7699,['PC']
7700,['iOS (iPhone/iPad)']
7701,['Nintendo 64']
7702,['Xbox']
7703,['PSP']
7704,['PlayStation 3']
7705,['PC']
7706,['DS']
7707,['PC']
7708,['PlayStation 4']
7709,['PlayStation 3']
7710,['PlayStation 2']
7711,['PlayStation 2']
7712,['PC']
7713,['PC']
7714,['PlayStation 3']
7715,['PlayStation 3']
7716,['Xbox 360']
7717,['PlayStation 3']
7718,['iOS (iPhone/iPad)']
7719,['PlayStation 3']
7720,['GameCube']
7721,['PSP']
7722,['3DS']
7723,['PlayStation 4']
7724,['PSP']
7725,['PlayStation 3']
7726,['PlayStation 3']
7727,['PlayStation 3']
7728,['PC']
7729,['PlayStation 2']
7730,['PSP']
7731,['Nintendo Switch']
7732,['3DS']
7733,['Xbox 360']
7734,['3DS']
7735,['PC']
7736,['DS']
7737,['Nintendo Switch']
7738,['PC']
7739,['PlayStation 4']
7740,['PlayStation']
7741,['PC']
7742,['PlayStation 3']
7743,['Xbox One']
7744,['PC']
7745,['PC']
7746,['PlayStation Vita']
7747,['Nintendo 64']
7748,['PlayStation 4']
7749,['PC']
7751,['PC']
7752,['PC']
7753,['Dreamcast']
7754,['PlayStation']
7755,['PC']
7756,['PC']
7757,['Xbox 360']
7758,['PC']
7759,['Xbox 360']
7760,['DS']
7761,['PlayStation 4']
7762,['PC']
7763,['Xbox 360']
7764,['PlayStation Vita']
7765,['PlayStation 4']
7766,['PC']
7767,['PC']
7768,['DS']
7769,['PlayStation 3']
7770,['Game Boy Advance']
7771,['PlayStation 2']
7772,['Wii']
7773,['PC']
7774,['DS']
7775,['PlayStation 3']
7776,['PlayStation 2']
7777,['iOS (iPhone/iPad)']
7778,['PC']
7779,['iOS (iPhone/iPad)']
7780,['PlayStation 2']
7781,['Nintendo Switch']
7782,['Xbox 360']
7783,['PlayStation 3']
7784,['PlayStation 2']
7785,['PlayStation 4']
7786,['PC']
7787,['PlayStation 3']
7788,['PC']
7789,['PC']
7790,['PC']
7791,['DS']
7792,['PC']
7793,['PlayStation 2']
7794,['PlayStation 4']
7795,['PC']
7796,['PC']
7797,['PlayStation 2']
7798,['Wii']
7799,['PC']
7800,['PlayStation Vita']
7801,['Nintendo Switch']
7802,['PC']
7803,['Xbox 360']
7804,['PC']
7805,['PC']
7806,['PlayStation Vita']
7807,['PSP']
7808,['PC']
7809,['iOS (iPhone/iPad)']
7810,['PC']
7811,['Nintendo Switch']
7812,['PC']
7813,['PC']
7814,['PlayStation 5']
7815,['PC']
7816,['PlayStation 4']
7817,['Game Boy Advance']
7818,['PlayStation 3']
7819,['PlayStation Vita']
7820,['iOS (iPhone/iPad)']
7821,['Nintendo Switch']
7822,['iOS (iPhone/iPad)']
7823,['PC']
7824,['DS']
7825,['PC']
7826,['Game Boy Advance']
7827,['Nintendo Switch']
7828,['PC']
7829,['Nintendo Switch']
7830,['iOS (iPhone/iPad)']
7831,['Game Boy Advance']
7832,['Nintendo Switch']
7833,['3DS']
7834,['PC']
7835,['PC']
7836,['PC']
7837,['Wii']
7838,['PC']
7839,['Xbox 360']
7840,['PC']
7841,['PC']
7842,['PSP']
7843,['PC']
7844,['Nintendo Switch']
7845,['PC']
7846,['Xbox One']
7847,['PlayStation 2']
7848,['PC']
7849,['PC']
7850,['PSP']
7851,['iOS (iPhone/iPad)']
7852,['PlayStation 3']
7853,['Xbox']
7854,['iOS (iPhone/iPad)']
7855,['iOS (iPhone/iPad)']
7857,['PC']
7858,['PlayStation 2']
7859,['PC']
7860,['PlayStation 2']
7861,['PlayStation 2']
7862,['PC']
7863,['PSP']
7864,['PlayStation 3']
7865,['PC']
7866,['PlayStation 4']
7867,['PC']
7868,['PC']
7869,['Xbox 360']
7870,['DS']
7871,['Nintendo Switch']
7872,['Nintendo Switch']
7873,['iOS (iPhone/iPad)']
7874,['PC']
7875,['PC']
7876,['PSP']
7877,['PC']
7878,['PC']
7879,['PC']
7880,['iOS (iPhone/iPad)']
7881,['Xbox 360']
7882,['Wii']
7883,['PC']
7884,['PC']
7885,['PC']
7886,['PC']
7887,['Xbox']
7888,['3DS']
7889,['Nintendo Switch']
7890,['PlayStation 4']
7891,['PlayStation 2']
7892,['PlayStation 3']
7893,['Nintendo 64']
7894,['PC']
7895,['PC']
7896,['PlayStation 3']
7897,['PlayStation 3']
7898,['Xbox 360']
7899,['Nintendo Switch']
7900,['Nintendo Switch']
7901,['PlayStation 4']
7902,['PC']
7903,['iOS (iPhone/iPad)']
7904,['PlayStation 2']
7905,['PC']
7906,['GameCube']
7907,['Xbox 360']
7908,['PC']
7909,['PC']
7910,['PSP']
7911,['PC']
7912,['Xbox Series X']
7913,['iOS (iPhone/iPad)']
7914,['3DS']
7915,['PlayStation 2']
7916,['PSP']
7917,['PC']
7918,['PC']
7919,['DS']
7920,['iOS (iPhone/iPad)']
7921,['PC']
7922,['Wii']
7923,['Xbox']
7924,['Xbox Series X']
7925,['PC']
7926,['PlayStation 2']
7927,['3DS']
7928,['Xbox 360']
7929,['PC']
7930,['PlayStation 4']
7931,['PC']
7932,['Xbox 360']
7933,['iOS (iPhone/iPad)']
7934,['PC']
7935,['Xbox']
7936,['Wii']
7937,['Wii']
7938,['PlayStation 2']
7939,['Nintendo Switch']
7940,['Xbox One']
7941,['Xbox 360']
7942,['PSP']
7943,['PC']
7944,['iOS (iPhone/iPad)']
7945,['PC']
7946,['PC']
7947,['PC']
7948,['PC']
7949,['PC']
7950,['PlayStation 4']
7951,['PlayStation']
7952,['Nintendo Switch']
7953,['PlayStation 3']
7954,['PlayStation 4']
7955,['PSP']
7956,['PlayStation 2']
7957,['PC']
7958,['PC']
7959,['PSP']
7960,['PlayStation Vita']
7961,['PC']
7962,['PC']
7963,['GameCube']
7964,['Wii']
7965,['PC']
7966,['PC']
7967,['GameCube']
7968,['PlayStation 4']
7969,['DS']
7970,['Wii']
7971,['iOS (iPhone/iPad)']
7972,['DS']
7973,['PlayStation 3']
7974,['PlayStation 4']
7975,['PlayStation 3']
7976,['DS']
7977,['GameCube']
7978,['PC']
7979,['PlayStation 2']
7980,['PlayStation 2']
7981,['PC']
7982,['3DS']
7983,['Wii U']
7984,['PlayStation 2']
7985,['Nintendo Switch']
7986,['3DS']
7987,['PlayStation']
7988,['PlayStation Vita']
7989,['3DS']
7990,['PlayStation Vita']
7991,['PC']
7992,['Xbox 360']
7993,['DS']
7994,['Xbox']
7995,['Xbox']
7996,['PC']
7997,['PlayStation 4']
7998,['PC']
7999,['iOS (iPhone/iPad)']
8000,['PC']
8001,['PC']
8002,['Dreamcast']
8003,['PlayStation 4']
8004,['PC']
8005,['PC']
8006,['PC']
8007,['PC']
8008,['PC']
8009,['PlayStation 4']
8010,['PlayStation 3']
8011,['Xbox 360']
8012,['Game Boy Advance']
8013,['GameCube']
8014,['PlayStation 4']
8015,['PC']
8016,['PC']
8017,['PlayStation 3']
8018,['Game Boy Advance']
8019,['PlayStation']
8020,['PC']
8021,['Nintendo Switch']
8022,['iOS (iPhone/iPad)']
8023,['PlayStation 2']
8024,['3DS']
8025,['PlayStation 2']
8026,['PlayStation 4']
8027,['PlayStation 2']
8028,['DS']
8029,['PlayStation 4']
8030,['Wii']
8031,['Nintendo Switch']
8032,['Nintendo 64']
8033,['Wii']
8034,['Nintendo Switch']
8035,['iOS (iPhone/iPad)']
8036,['GameCube']
8037,['Nintendo Switch']
8038,['Xbox One']
8039,['PC']
8040,['iOS (iPhone/iPad)']
8041,['PlayStation 4']
8042,['PC']
8043,['PlayStation 2']
8044,['PSP']
8045,['PlayStation 4']
8046,['PC']
8047,['Xbox 360']
8048,['Xbox One']
8049,['PC']
8050,['PlayStation 4']
8051,['iOS (iPhone/iPad)']
8052,['PC']
8053,['PC']
8054,['PlayStation Vita']
8055,['PlayStation 3']
8056,['Nintendo Switch']
8057,['Wii']
8058,['PlayStation 4']
8059,['PSP']
8060,['PlayStation 4']
8061,['PC']
8062,['PC']
8063,['3DS']
8064,['PlayStation 4']
8065,['DS']
8066,['PC']
8067,['Xbox 360']
8068,['Xbox 360']
8069,['PC']
8070,['PC']
8071,['PC']
8072,['PlayStation 3']
8073,['iOS (iPhone/iPad)']
8074,['iOS (iPhone/iPad)']
8075,['iOS (iPhone/iPad)']
8076,['PlayStation 2']
8077,['iOS (iPhone/iPad)']
8078,['Wii']
8079,['PC']
8080,['DS']
8081,['PC']
8082,['PC']
8083,['PC']
8084,['DS']
8085,['DS']
8086,['PC']
8087,['PlayStation 3']
8088,['DS']
8089,['Xbox']
8090,['iOS (iPhone/iPad)']
8091,['Nintendo Switch']
8092,['PlayStation 2']
8093,['iOS (iPhone/iPad)']
8094,['PC']
8095,['PlayStation 2']
8096,['Xbox One']
8097,['PlayStation 3']
8098,['PC']
8099,['Wii U']
8100,['PC']
8101,['Nintendo Switch']
8102,['DS']
8103,['PC']
8104,['PC']
8105,['PC']
8106,['DS']
8107,['PC']
8108,['Xbox One']
8109,['PC']
8110,['PlayStation 4']
8111,['Xbox 360']
8112,['iOS (iPhone/iPad)']
8113,['Xbox 360']
8114,['Nintendo Switch']
8115,['PC']
8116,['PC']
8117,['Xbox 360']
8118,['PlayStation Vita']
8119,['Xbox One']
8120,['PlayStation 2']
8121,['Wii']
8122,['PlayStation 2']
8123,['iOS (iPhone/iPad)']
8124,['PlayStation 2']
8125,['Xbox']
8126,['PC']
8127,['Xbox 360']
8129,['Xbox 360']
8130,['PlayStation 4']
8131,['PC']
8132,['PlayStation 4']
8133,['iOS (iPhone/iPad)']
8134,['Game Boy Advance']
8135,['PlayStation Vita']
8136,['Xbox 360']
8137,['Xbox 360']
8138,['PC']
8139,['3DS']
8140,['Nintendo Switch']
8141,['PSP']
8142,['PlayStation 4']
8143,['PlayStation 3']
8144,['Xbox']
8145,['PC']
8146,['PSP']
8147,['PC']
8148,['Game Boy Advance']
8149,['Xbox']
8150,['DS']
8151,['Wii']
8152,['Xbox 360']
8153,['PC']
8154,['Nintendo Switch']
8155,['PC']
8156,['Xbox One']
8157,['PlayStation 3']
8158,['PC']
8159,['Wii']
8160,['PC']
8161,['PSP']
8162,['PC']
8163,['PlayStation 4']
8164,['PC']
8165,['PlayStation 2']
8166,['3DS']
8167,['PlayStation 4']
8168,['iOS (iPhone/iPad)']
8169,['iOS (iPhone/iPad)']
8170,['PlayStation 3']
8171,['PlayStation 2']
8172,['PC']
8173,['PC']
8174,['PlayStation 3']
8175,['PC']
8176,['Xbox 360']
8177,['PSP']
8178,['Xbox']
8179,['PC']
8180,['PlayStation 3']
8181,['Wii']
8182,['PC']
8183,['PlayStation Vita']
8184,['Xbox 360']
8185,['Nintendo Switch']
8186,['PlayStation 3']
8187,['PlayStation 2']
8188,['PC']
8189,['PC']
8190,['PC']
8191,['PlayStation 4']
8192,['Xbox']
8193,['PC']
8194,['PC']
8195,['PC']
8196,['PlayStation 3']
8197,['Xbox One']
8198,['PC']
8199,['Nintendo Switch']
8200,['GameCube']
8201,['PSP']
8202,['Xbox One']
8203,['DS']
8204,['PC']
8205,['PlayStation Vita']
8206,['DS']
8207,['PlayStation 5']
8208,['Xbox 360']
8209,['Nintendo Switch']
8210,['PlayStation 3']
8211,['PlayStation Vita']
8212,['PlayStation 5']
8213,['iOS (iPhone/iPad)']
8214,['PC']
8215,['PlayStation 4']
8216,['iOS (iPhone/iPad)']
8217,['PlayStation 4']
8218,['PC']
8219,['DS']
8220,['Game Boy Advance']
8221,['Game Boy Advance']
8222,['PC']
8223,['3DS']
8224,['PC']
8225,['PC']
8226,['Xbox One']
8227,['Xbox 360']
8228,['Xbox']
8229,['PC']
8230,['DS']
8231,['PC']
8232,['PlayStation 4']
8233,['Wii U']
8234,['PC']
8235,['PC']
8236,['PlayStation 2']
8237,['PC']
8238,['Xbox 360']
8239,['PC']
8240,['PC']
8241,['PlayStation 4']
8242,['PC']
8243,['PC']
8244,['PlayStation 3']
8245,['PlayStation 4']
8246,['DS']
8247,['PlayStation 2']
8248,['Xbox']
8249,['PC']
8250,['PC']
8251,['PlayStation 3']
8252,['DS']
8253,['Xbox One']
8254,['PlayStation 3']
8255,['Wii']
8256,['PC']
8257,['GameCube']
8258,['PC']
8259,['DS']
8260,['3DS']
8261,['PC']
8262,['PC']
8263,['PSP']
8264,['PlayStation 5']
8265,['Xbox One']
8266,['PSP']
8267,['PlayStation 2']
8268,['PC']
8269,['PC']
8270,['PlayStation 2']
8271,['iOS (iPhone/iPad)']
8272,['Nintendo Switch']
8273,['Xbox 360']
8274,['iOS (iPhone/iPad)']
8275,['Wii']
8276,['PlayStation']
8277,['PC']
8278,['PC']
8279,['Wii']
8280,['Xbox One']
8281,['PC']
8282,['PC']
8283,['PlayStation 4']
8284,['PC']
8285,['PlayStation 3']
8286,['PlayStation 4']
8287,['iOS (iPhone/iPad)']
8288,['Game Boy Advance']
8289,['Nintendo Switch']
8290,['Xbox One']
8291,['PC']
8292,['PC']
8293,['Nintendo Switch']
8294,['PC']
8295,['PC']
8296,['3DS']
8297,['PC']
8298,['PC']
8299,['PC']
8300,['Xbox One']
8301,['PlayStation Vita']
8302,['DS']
8303,['Xbox']
8304,['PC']
8305,['PC']
8306,['PC']
8307,['PC']
8308,['PC']
8309,['Xbox 360']
8310,['PSP']
8311,['PlayStation 2']
8312,['Xbox 360']
8313,['PC']
8314,['Xbox One']
8315,['Nintendo Switch']
8316,['3DS']
8317,['iOS (iPhone/iPad)']
8318,['Game Boy Advance']
8319,['iOS (iPhone/iPad)']
8320,['iOS (iPhone/iPad)']
8321,['Xbox 360']
8322,['PC']
8323,['PC']
8324,['Xbox Series X']
8325,['PlayStation']
8326,['PC']
8327,['PlayStation']
8328,['Xbox']
8329,['Xbox']
8330,['iOS (iPhone/iPad)']
8331,['iOS (iPhone/iPad)']
8332,['PlayStation 2']
8333,['PC']
8334,['iOS (iPhone/iPad)']
8335,['GameCube']
8336,['DS']
8337,['PlayStation 2']
8338,['PC']
8339,['PC']
8340,['iOS (iPhone/iPad)']
8341,['PlayStation 4']
8342,['PlayStation 4']
8343,['PlayStation 5']
8344,['PlayStation 3']
8345,['iOS (iPhone/iPad)']
8346,['PC']
8347,['PlayStation 4']
8348,['Dreamcast']
8349,['Xbox Series X']
8350,['PC']
8351,['Xbox 360']
8352,['Nintendo Switch']
8353,['PC']
8354,['Xbox 360']
8355,['PlayStation 3']
8356,['PC']
8357,['PC']
8358,['PlayStation 4']
8359,['iOS (iPhone/iPad)']
8360,['Dreamcast']
8361,['Xbox One']
8362,['Nintendo Switch']
8363,['PlayStation']
8364,['DS']
8365,['Xbox 360']
8366,['Nintendo Switch']
8367,['PC']
8368,['PSP']
8369,['PC']
8370,['PC']
8371,['PlayStation 3']
8372,['iOS (iPhone/iPad)']
8373,['GameCube']
8374,['DS']
8375,['Xbox 360']
8376,['Wii']
8377,['Xbox 360']
8378,['DS']
8379,['PC']
8380,['PC']
8381,['PlayStation']
8382,['Dreamcast']
8383,['PC']
8384,['Xbox 360']
8385,['iOS (iPhone/iPad)']
8386,['PlayStation 5']
8387,['PlayStation 4']
8388,['3DS']
8389,['PC']
8390,['PlayStation 2']
8391,['Xbox 360']
8392,['PC']
8393,['iOS (iPhone/iPad)']
8394,['PlayStation 2']
8395,['Game Boy Advance']
8396,['PlayStation 2']
8397,['Game Boy Advance']
8398,['Dreamcast']
8399,['Wii']
8400,['Xbox Series X']
8401,['PC']
8402,['Nintendo Switch']
8403,['PC']
8404,['PlayStation 4']
8405,['GameCube']
8406,['Wii']
8407,['PlayStation 3']
8408,['GameCube']
8409,['Xbox One']
8410,['iOS (iPhone/iPad)']
8411,['Xbox One']
8412,['PC']
8413,['PC']
8414,['Xbox 360']
8415,['Game Boy Advance']
8417,['PC']
8418,['PlayStation']
8419,['PlayStation 5']
8420,['Wii']
8421,['PlayStation 5']
8422,['Xbox One']
8423,['PC']
8424,['PlayStation 3']
8425,['Nintendo Switch']
8426,['PC']
8427,['Nintendo Switch']
8428,['Game Boy Advance']
8429,['Xbox Series X']
8430,['PlayStation 4']
8431,['PC']
8432,['PC']
8433,['PC']
8434,['Game Boy Advance']
8435,['PC']
8436,['3DS']
8437,['PC']
8438,['PlayStation 4']
8439,['Xbox Series X']
8440,['PC']
8441,['3DS']
8442,['PC']
8443,['PlayStation 2']
8444,['PC']
8445,['Xbox']
8446,['Xbox']
8447,['PC']
8448,['iOS (iPhone/iPad)']
8449,['PSP']
8450,['Xbox One']
8451,['PC']
8452,['Wii U']
8453,['PC']
8454,['PlayStation 4']
8455,['PSP']
8456,['PC']
8457,['PlayStation 4']
8458,['PC']
8459,['PC']
8460,['PlayStation 2']
8461,['Nintendo Switch']
8462,['PC']
8463,['Xbox One']
8464,['PlayStation 2']
8465,['PlayStation 2']
8466,['PlayStation Vita']
8467,['Nintendo Switch']
8468,['Nintendo Switch']
8469,['Wii']
8470,['PlayStation 4']
8471,['PC']
8472,['PC']
8473,['Wii']
8474,['PlayStation 2']
8475,['PC']
8476,['PC']
8477,['GameCube']
8478,['DS']
8479,['PC']
8480,['iOS (iPhone/iPad)']
8481,['Xbox']
8482,['PC']
8484,['PC']
8485,['3DS']
8486,['Xbox 360']
8487,['PlayStation 4']
8488,['Wii']
8489,['Xbox']
8490,['PlayStation 2']
8491,['Xbox One']
8492,['Xbox One']
8493,['PC']
8494,['PlayStation Vita']
8495,['PC']
8496,['PlayStation 3']
8497,['Xbox One']
8498,['PC']
8499,['PC']
8500,['iOS (iPhone/iPad)']
8501,['PC']
8502,['PC']
8503,['PC']
8504,['PC']
8505,['PlayStation 2']
8506,['PC']
8507,['Xbox']
8508,['PC']
8509,['Dreamcast']
8510,['iOS (iPhone/iPad)']
8511,['PC']
8512,['PSP']
8513,['PlayStation 2']
8514,['Xbox One']
8515,['iOS (iPhone/iPad)']
8516,['PlayStation 2']
8517,['PlayStation 2']
8518,['iOS (iPhone/iPad)']
8519,['PC']
8520,['PC']
8521,['PC']
8522,['DS']
8523,['DS']
8524,['PlayStation 2']
8525,['Xbox']
8526,['Xbox 360']
8527,['PlayStation 4']
8528,['PC']
8529,['PC']
8531,['Nintendo Switch']
8532,['PC']
8533,['Xbox Series X']
8534,['Game Boy Advance']
8535,['PC']
8536,['PlayStation 4']
8537,['PlayStation']
8538,['PC']
8539,['PC']
8540,['PlayStation 3']
8541,['PC']
8542,['PC']
8543,['iOS (iPhone/iPad)']
8544,['PlayStation 4']
8545,['PC']
8546,['Xbox One']
8547,['iOS (iPhone/iPad)']
8548,['GameCube']
8549,['PC']
8550,['DS']
8551,['PlayStation 3']
8552,['Xbox One']
8553,['Xbox 360']
8554,['PC']
8555,['PC']
8556,['PlayStation 2']
8557,['PC']
8558,['PlayStation 2']
8559,['PC']
8560,['PC']
8561,['PlayStation 2']
8562,['PlayStation 4']
8563,['Nintendo Switch']
8564,['PC']
8565,['PlayStation 2']
8566,['Xbox 360']
8567,['PlayStation 3']
8568,['PC']
8569,['PC']
8570,['Nintendo Switch']
8571,['PSP']
8572,['3DS']
8573,['iOS (iPhone/iPad)']
8574,['3DS']
8575,['Xbox']
8576,['PlayStation 4']
8577,['Nintendo 64']
8578,['PlayStation 4']
8579,['PlayStation 4']
8580,['PlayStation 2']
8581,['PC']
8582,['PlayStation 2']
8583,['PlayStation 2']
8584,['Wii']
8585,['Xbox One']
8586,['PC']
8587,['PlayStation 4']
8588,['Nintendo Switch']
8589,['Xbox 360']
8590,['PC']
8591,['Wii']
8592,['Xbox 360']
8593,['PlayStation Vita']
8594,['Nintendo Switch']
8595,['Nintendo Switch']
8596,['PlayStation 3']
8597,['Xbox 360']
8598,['Xbox 360']
8599,['iOS (iPhone/iPad)']
8600,['PlayStation 4']
8601,['DS']
8602,['PC']
8603,['PlayStation 2']
8604,['Game Boy Advance']
8605,['PlayStation']
8606,['Xbox One']
8607,['PlayStation 4']
8608,['PC']
8609,['GameCube']
8610,['PC']
8611,['PC']
8612,['PC']
8613,['Nintendo 64']
8614,['Xbox 360']
8615,['PC']
8616,['PlayStation 4']
8617,['PC']
8618,['PC']
8619,['PC']
8620,['PlayStation 5']
8621,['Xbox 360']
8622,['Game Boy Advance']
8623,['Xbox 360']
8624,['PlayStation 3']
8625,['Xbox One']
8626,['PlayStation 4']
8627,['PC']
8628,['3DS']
8629,['Xbox 360']
8630,['PC']
8631,['iOS (iPhone/iPad)']
8632,['PlayStation 2']
8633,['PlayStation 5']
8634,['PC']
8635,['PlayStation 3']
8636,['PC']
8637,['Nintendo Switch']
8638,['GameCube']
8639,['iOS (iPhone/iPad)']
8640,['iOS (iPhone/iPad)']
8641,['iOS (iPhone/iPad)']
8642,['Nintendo Switch']
8643,['PlayStation 3']
8644,['iOS (iPhone/iPad)']
8645,['PSP']
8646,['PC']
8647,['Xbox 360']
8648,['PC']
8649,['PC']
8650,['DS']
8651,['Xbox 360']
8652,['Nintendo Switch']
8653,['Xbox 360']
8654,['PlayStation 3']
8655,['PC']
8656,['PC']
8657,['PlayStation 5']
8658,['Nintendo 64']
8659,['Xbox 360']
8660,['PC']
8661,['PC']
8662,['PC']
8663,['PC']
8664,['PC']
8665,['PC']
8666,['PlayStation Vita']
8667,['Xbox']
8668,['PC']
8669,['PlayStation']
8670,['PC']
8671,['Xbox One']
8672,['PC']
8673,['3DS']
8674,['iOS (iPhone/iPad)']
8675,['PC']
8676,['iOS (iPhone/iPad)']
8677,['PC']
8678,['DS']
8679,['Xbox 360']
8680,['PC']
8681,['PlayStation 4']
8682,['DS']
8683,['GameCube']
8684,['PlayStation 2']
8685,['PSP']
8686,['PC']
8687,['PlayStation 4']
8688,['PlayStation Vita']
8689,['Xbox 360']
8690,['PC']
8691,['PC']
8692,['PSP']
8693,['PlayStation']
8694,['PC']
8695,['PlayStation 4']
8696,['Wii']
8697,['PlayStation 3']
8698,['PlayStation 4']
8699,['PC']
8700,['iOS (iPhone/iPad)']
8701,['Nintendo 64']
8702,['PlayStation 2']
8703,['Nintendo Switch']
8704,['Xbox 360']
8705,['iOS (iPhone/iPad)']
8706,['iOS (iPhone/iPad)']
8707,['PC']
8708,['Xbox One']
8709,['PSP']
8710,['PlayStation 3']
8711,['PlayStation 4']
8712,['Xbox Series X']
8713,['PC']
8714,['Xbox']
8715,['PlayStation 2']
8716,['Xbox 360']
8717,['iOS (iPhone/iPad)']
8718,['PC']
8719,['PC']
8720,['PC']
8721,['PlayStation 4']
8722,['PlayStation Vita']
8723,['Xbox 360']
8724,['PSP']
8725,['PlayStation 5']
8726,['PC']
8727,['PlayStation 2']
8728,['PSP']
8729,['PC']
8730,['iOS (iPhone/iPad)']
8731,['PlayStation 2']
8732,['PC']
8733,['PC']
8734,['Xbox 360']
8735,['DS']
8736,['PC']
8737,['PC']
8739,['Xbox']
8740,['PC']
8741,['iOS (iPhone/iPad)']
8742,['Xbox Series X']
8743,['PC']
8744,['PlayStation 3']
8745,['Game Boy Advance']
8746,['PlayStation 2']
8747,['PC']
8749,['PC']
8750,['PlayStation 4']
8751,['DS']
8752,['PC']
8753,['PC']
8754,['iOS (iPhone/iPad)']
8755,['PSP']
8756,['PC']
8757,['DS']
8758,['PlayStation 4']
8759,['DS']
8760,['3DS']
8761,['Xbox One']
8762,['PlayStation 4']
8763,['GameCube']
8764,['iOS (iPhone/iPad)']
8765,['PSP']
8766,['PlayStation 4']
8767,['PlayStation 5']
8768,['PlayStation']
8769,['Game Boy Advance']
8770,['Game Boy Advance']
8771,['Xbox 360']
8772,['Game Boy Advance']
8773,['PlayStation 4']
8774,['Xbox']
8775,['PC']
8776,['Xbox 360']
8777,['DS']
8778,['PC']
8779,['PC']
8780,['Nintendo Switch']
8781,['PlayStation 5']
8782,['PC']
8783,['PlayStation 2']
8784,['DS']
8785,['Game Boy Advance']
8786,['PC']
8787,['iOS (iPhone/iPad)']
8788,['PlayStation 4']
8789,['Game Boy Advance']
8790,['GameCube']
8791,['Xbox 360']
8792,['Xbox 360']
8793,['GameCube']
8794,['PC']
8795,['PSP']
8796,['PlayStation 4']
8797,['PC']
8798,['PC']
8799,['Nintendo Switch']
8800,['PlayStation 5']
8801,['PC']
8802,['Nintendo Switch']
8803,['PlayStation 5']
8804,['iOS (iPhone/iPad)']
8805,['PC']
8806,['Game Boy Advance']
8807,['PSP']
8808,['Xbox 360']
8809,['Xbox 360']
8810,['PC']
8811,['PC']
8812,['Xbox 360']
8813,['PlayStation 2']
8814,['PC']
8815,['Nintendo Switch']
8816,['PC']
8817,['PC']
8818,['PC']
8819,['Nintendo Switch']
8820,['Nintendo Switch']
8821,['PC']
8822,['Xbox One']
8823,['Xbox One']
8824,['iOS (iPhone/iPad)']
8825,['PC']
8826,['3DS']
8827,['iOS (iPhone/iPad)']
8828,['PlayStation 2']
8829,['Xbox']
8830,['iOS (iPhone/iPad)']
8831,['Wii']
8832,['PlayStation 2']
8833,['PlayStation 4']
8834,['Xbox 360']
8835,['PSP']
8836,['PlayStation Vita']
8837,['GameCube']
8838,['PC']
8839,['iOS (iPhone/iPad)']
8840,['Xbox']
8841,['PlayStation 4']
8842,['Xbox 360']
8843,['PlayStation Vita']
8844,['Xbox 360']
8845,['PC']
8846,['Nintendo Switch']
8847,['PlayStation 3']
8848,['Xbox One']
8849,['PC']
8850,['PC']
8851,['PlayStation Vita']
8852,['PC']
8853,['PlayStation 2']
8854,['PlayStation 4']
8855,['Xbox Series X']
8856,['Nintendo Switch']
8857,['PlayStation 2']
8858,['PSP']
8859,['PlayStation 4']
8860,['PC']
8861,['Nintendo Switch']
8862,['Wii']
8863,['DS']
8864,['PC']
8865,['PlayStation 4']
8866,['Nintendo Switch']
8867,['PSP']
8868,['iOS (iPhone/iPad)']
8869,['Wii']
8870,['PlayStation 4']
8871,['PC']
8872,['Wii']
8873,['Xbox 360']
8874,['PlayStation 3']
8875,['PC']
8876,['Xbox 360']
8877,['Game Boy Advance']
8878,['PC']
8879,['PSP']
8880,['PlayStation 5']
8881,['iOS (iPhone/iPad)']
8882,['iOS (iPhone/iPad)']
8883,['PlayStation']
8884,['PC']
8885,['3DS']
8886,['PC']
8887,['PC']
8888,['Xbox 360']
8889,['PC']
8890,['DS']
8891,['Xbox 360']
8892,['Nintendo 64']
8893,['PC']
8894,['PC']
8895,['Nintendo Switch']
8896,['Xbox One']
8897,['PC']
8898,['PC']
8899,['PC']
8900,['PlayStation 4']
8901,['PC']
8902,['PC']
8903,['PlayStation 4']
8904,['Wii']
8905,['Wii']
8906,['PSP']
8907,['Xbox 360']
8909,['3DS']
8910,['DS']
8911,['PC']
8912,['Wii']
8913,['iOS (iPhone/iPad)']
8914,['PlayStation 4']
8915,['PC']
8916,['PC']
8917,['PC']
8918,['Game Boy Advance']
8919,['Game Boy Advance']
8920,['iOS (iPhone/iPad)']
8921,['PC']
8922,['Nintendo Switch']
8923,['PC']
8924,['PC']
8925,['Wii']
8926,['iOS (iPhone/iPad)']
8927,['PlayStation 3']
8928,['PC']
8929,['PC']
8930,['Dreamcast']
8931,['iOS (iPhone/iPad)']
8932,['PC']
8933,['PlayStation 4']
8934,['PC']
8935,['PlayStation 4']
8936,['PlayStation 5']
8937,['PlayStation 2']
8938,['Xbox One']
8939,['Nintendo Switch']
8940,['Nintendo Switch']
8941,['PC']
8942,['iOS (iPhone/iPad)']
8943,['Nintendo Switch']
8944,['Game Boy Advance']
8945,['Xbox One']
8946,['PlayStation 4']
8947,['PlayStation Vita']
8948,['Game Boy Advance']
8949,['PlayStation 4']
8950,['DS']
8951,['Xbox']
8952,['PSP']
